"date","botfam","industry","hosts","orgs"
2016-06-11,"PushDo","Finance",109,2
2016-06-11,"PushDo","Government/Politics",2,2
2016-06-11,"PushDo","Manufacturing",306,5
2016-06-11,"PushDo","Retail",182,2
2016-06-11,"Ramnit","Education",67,38
2016-06-11,"Ramnit","Finance",20,14
2016-06-11,"Ramnit","Government/Politics",52,9
2016-06-11,"Ramnit","Healthcare/Wellness",5,3
2016-06-11,"Ramnit","Manufacturing",586,13
2016-06-11,"Ramnit","Retail",209,10
2016-06-11,"Sality","Education",72,30
2016-06-11,"Sality","Finance",77,13
2016-06-11,"Sality","Government/Politics",61,9
2016-06-11,"Sality","Healthcare/Wellness",9,5
2016-06-11,"Sality","Manufacturing",208,23
2016-06-11,"Sality","Retail",170,10
2016-06-11,"zeroaccess","Education",11,7
2016-06-11,"zeroaccess","Finance",9,5
2016-06-11,"zeroaccess","Government/Politics",9,4
2016-06-11,"zeroaccess","Healthcare/Wellness",6,4
2016-06-11,"zeroaccess","Manufacturing",25,5
2016-06-11,"zeroaccess","Retail",180,4
2016-06-11,"Zeus","Education",44,15
2016-06-11,"Zeus","Finance",9,8
2016-06-11,"Zeus","Government/Politics",15,7
2016-06-11,"Zeus","Healthcare/Wellness",5,5
2016-06-11,"Zeus","Manufacturing",37,6
2016-06-11,"Zeus","Retail",44,4
2016-06-11,"Zusy","Education",39,15
2016-06-11,"Zusy","Finance",18,4
2016-06-11,"Zusy","Government/Politics",2,2
2016-06-11,"Zusy","Healthcare/Wellness",5,3
2016-06-11,"Zusy","Manufacturing",29,4
2016-06-11,"Zusy","Retail",466,4
2016-06-12,"Bedep","Education",13,10
2016-06-12,"Bedep","Finance",373,6
2016-06-12,"Bedep","Government/Politics",290,6
2016-06-12,"Bedep","Healthcare/Wellness",8,4
2016-06-12,"Bedep","Manufacturing",28,10
2016-06-12,"Bedep","Retail",595,4
2016-06-12,"ConfickerAB","Education",391,79
2016-06-12,"ConfickerAB","Finance",225,42
2016-06-12,"ConfickerAB","Government/Politics",244,33
2016-06-12,"ConfickerAB","Healthcare/Wellness",284,93
2016-06-12,"ConfickerAB","Manufacturing",1047,64
2016-06-12,"ConfickerAB","Retail",923,42
2016-06-12,"Necurs","Education",28,15
2016-06-12,"Necurs","Finance",7,6
2016-06-12,"Necurs","Government/Politics",19,4
2016-06-12,"Necurs","Healthcare/Wellness",2,2
2016-06-12,"Necurs","Manufacturing",30,2
2016-06-12,"Necurs","Retail",16,2
2016-06-12,"Olmasco","Manufacturing",2,1
2016-06-12,"Olmasco","Retail",2,2
2016-06-12,"PushDo","Education",7,3
2016-06-12,"PushDo","Finance",153,1
2016-06-12,"PushDo","Manufacturing",362,4
2016-06-12,"PushDo","Retail",156,2
2016-06-12,"Ramnit","Education",67,39
2016-06-12,"Ramnit","Finance",14,10
2016-06-12,"Ramnit","Government/Politics",62,6
2016-06-12,"Ramnit","Healthcare/Wellness",1,1
2016-06-12,"Ramnit","Manufacturing",444,13
2016-06-12,"Ramnit","Retail",183,8
2016-06-12,"Sality","Education",64,31
2016-06-12,"Sality","Finance",48,12
2016-06-12,"Sality","Government/Politics",43,5
2016-06-12,"Sality","Healthcare/Wellness",9,6
2016-06-12,"Sality","Manufacturing",164,22
2016-06-12,"Sality","Retail",137,7
2016-06-12,"zeroaccess","Education",6,5
2016-06-12,"zeroaccess","Finance",6,3
2016-06-12,"zeroaccess","Government/Politics",7,3
2016-06-12,"zeroaccess","Healthcare/Wellness",2,2
2016-06-12,"zeroaccess","Manufacturing",24,5
2016-06-12,"zeroaccess","Retail",182,3
2016-06-12,"Zeus","Education",29,16
2016-06-12,"Zeus","Finance",7,5
2016-06-12,"Zeus","Government/Politics",6,3
2016-06-12,"Zeus","Healthcare/Wellness",4,4
2016-06-12,"Zeus","Manufacturing",35,6
2016-06-12,"Zeus","Retail",41,3
2016-06-12,"Zusy","Education",41,13
2016-06-12,"Zusy","Finance",16,3
2016-06-12,"Zusy","Government/Politics",1,1
2016-06-12,"Zusy","Healthcare/Wellness",4,3
2016-06-12,"Zusy","Manufacturing",9,2
2016-06-12,"Zusy","Retail",462,4
2016-06-13,"Bedep","Education",33,16
2016-06-13,"Bedep","Finance",396,8
2016-06-13,"Bedep","Government/Politics",291,15
2016-06-13,"Bedep","Healthcare/Wellness",21,8
2016-06-13,"Bedep","Manufacturing",36,12
2016-06-13,"Bedep","Retail",445,6
2016-06-13,"ConfickerAB","Education",541,84
2016-06-13,"ConfickerAB","Finance",293,52
2016-06-13,"ConfickerAB","Government/Politics",378,36
2016-06-13,"ConfickerAB","Healthcare/Wellness",352,107
2016-06-13,"ConfickerAB","Manufacturing",1478,79
2016-06-13,"ConfickerAB","Retail",1013,48
2016-06-13,"Necurs","Education",40,23
2016-06-13,"Necurs","Finance",15,13
2016-06-13,"Necurs","Government/Politics",57,13
2016-06-13,"Necurs","Healthcare/Wellness",5,4
2016-06-13,"Necurs","Manufacturing",87,11
2016-06-13,"Necurs","Retail",15,5
2016-06-13,"Olmasco","Education",54,3
2016-06-13,"Olmasco","Healthcare/Wellness",2,1
2016-06-13,"Olmasco","Manufacturing",5,2
2016-06-13,"Olmasco","Retail",2,2
2016-06-13,"PushDo","Education",3,3
2016-06-13,"PushDo","Finance",123,2
2016-06-13,"PushDo","Government/Politics",20,2
2016-06-13,"PushDo","Healthcare/Wellness",2,1
2016-06-13,"PushDo","Manufacturing",558,9
2016-06-13,"PushDo","Retail",198,3
2016-06-13,"Ramnit","Education",105,52
2016-06-13,"Ramnit","Finance",36,17
2016-06-13,"Ramnit","Government/Politics",91,9
2016-06-13,"Ramnit","Healthcare/Wellness",3,3
2016-06-13,"Ramnit","Manufacturing",405,14
2016-06-13,"Ramnit","Retail",251,10
2016-06-13,"Sality","Education",117,42
2016-06-13,"Sality","Finance",142,23
2016-06-13,"Sality","Government/Politics",110,14
2016-06-13,"Sality","Healthcare/Wellness",8,6
2016-06-13,"Sality","Manufacturing",296,24
2016-06-13,"Sality","Retail",147,9
2016-06-13,"zeroaccess","Education",23,13
2016-06-13,"zeroaccess","Finance",10,4
2016-06-13,"zeroaccess","Government/Politics",8,3
2016-06-13,"zeroaccess","Healthcare/Wellness",10,6
2016-06-13,"zeroaccess","Manufacturing",28,5
2016-06-13,"zeroaccess","Retail",201,4
2016-06-13,"Zeus","Education",43,22
2016-06-13,"Zeus","Finance",15,13
2016-06-13,"Zeus","Government/Politics",11,6
2016-06-13,"Zeus","Healthcare/Wellness",8,7
2016-06-13,"Zeus","Manufacturing",38,13
2016-06-13,"Zeus","Retail",43,7
2016-06-13,"Zusy","Education",47,19
2016-06-13,"Zusy","Finance",26,6
2016-06-13,"Zusy","Government/Politics",6,4
2016-06-13,"Zusy","Healthcare/Wellness",10,4
2016-06-13,"Zusy","Manufacturing",50,4
2016-06-13,"Zusy","Retail",515,5
2016-06-14,"Bedep","Education",39,18
2016-06-14,"Bedep","Finance",405,8
2016-06-14,"Bedep","Government/Politics",193,12
2016-06-14,"Bedep","Healthcare/Wellness",55,11
2016-06-14,"Bedep","Manufacturing",37,9
2016-06-14,"Bedep","Retail",272,3
2016-06-14,"ConfickerAB","Education",574,85
2016-06-14,"ConfickerAB","Finance",304,54
2016-06-14,"ConfickerAB","Government/Politics",373,35
2016-06-14,"ConfickerAB","Healthcare/Wellness",348,112
2016-06-14,"ConfickerAB","Manufacturing",1420,78
2016-06-14,"ConfickerAB","Retail",982,44
2016-06-14,"Necurs","Education",212,71
2016-06-14,"Necurs","Finance",52,35
2016-06-14,"Necurs","Government/Politics",205,16
2016-06-14,"Necurs","Healthcare/Wellness",14,14
2016-06-14,"Necurs","Manufacturing",345,22
2016-06-14,"Necurs","Retail",73,8
2016-06-14,"Olmasco","Education",6,2
2016-06-14,"Olmasco","Healthcare/Wellness",1,1
2016-06-14,"Olmasco","Manufacturing",3,2
2016-06-14,"Olmasco","Retail",2,2
2016-06-14,"PushDo","Education",6,2
2016-06-14,"PushDo","Finance",66,1
2016-06-14,"PushDo","Government/Politics",18,2
2016-06-14,"PushDo","Healthcare/Wellness",4,1
2016-06-14,"PushDo","Manufacturing",762,8
2016-06-14,"PushDo","Retail",216,2
2016-06-14,"Ramnit","Education",102,47
2016-06-14,"Ramnit","Finance",26,15
2016-06-14,"Ramnit","Government/Politics",87,8
2016-06-14,"Ramnit","Healthcare/Wellness",4,4
2016-06-14,"Ramnit","Manufacturing",561,17
2016-06-14,"Ramnit","Retail",211,7
2016-06-14,"Sality","Education",95,40
2016-06-14,"Sality","Finance",114,20
2016-06-14,"Sality","Government/Politics",106,10
2016-06-14,"Sality","Healthcare/Wellness",9,6
2016-06-14,"Sality","Manufacturing",294,22
2016-06-14,"Sality","Retail",162,10
2016-06-14,"zeroaccess","Education",18,10
2016-06-14,"zeroaccess","Finance",9,5
2016-06-14,"zeroaccess","Government/Politics",5,3
2016-06-14,"zeroaccess","Healthcare/Wellness",8,6
2016-06-14,"zeroaccess","Manufacturing",24,6
2016-06-14,"zeroaccess","Retail",229,7
2016-06-14,"Zeus","Education",52,24
2016-06-14,"Zeus","Finance",15,14
2016-06-14,"Zeus","Government/Politics",10,4
2016-06-14,"Zeus","Healthcare/Wellness",12,9
2016-06-14,"Zeus","Manufacturing",35,10
2016-06-14,"Zeus","Retail",47,9
2016-06-14,"Zusy","Education",40,13
2016-06-14,"Zusy","Finance",24,5
2016-06-14,"Zusy","Government/Politics",4,4
2016-06-14,"Zusy","Healthcare/Wellness",4,3
2016-06-14,"Zusy","Manufacturing",52,4
2016-06-14,"Zusy","Retail",474,4
2016-06-15,"Bedep","Education",33,19
2016-06-15,"Bedep","Finance",358,7
2016-06-15,"Bedep","Government/Politics",36,14
2016-06-15,"Bedep","Healthcare/Wellness",32,5
2016-06-15,"Bedep","Manufacturing",34,11
2016-06-15,"Bedep","Retail",263,6
2016-06-15,"ConfickerAB","Education",556,92
2016-06-15,"ConfickerAB","Finance",294,53
2016-06-15,"ConfickerAB","Government/Politics",376,34
2016-06-15,"ConfickerAB","Healthcare/Wellness",362,112
2016-06-15,"ConfickerAB","Manufacturing",1435,81
2016-06-15,"ConfickerAB","Retail",1038,48
2016-06-15,"Necurs","Education",201,76
2016-06-15,"Necurs","Finance",61,33
2016-06-15,"Necurs","Government/Politics",157,16
2016-06-15,"Necurs","Healthcare/Wellness",20,19
2016-06-15,"Necurs","Manufacturing",352,23
2016-06-15,"Necurs","Retail",57,10
2016-06-15,"Olmasco","Education",7,3
2016-06-15,"Olmasco","Healthcare/Wellness",1,1
2016-06-15,"Olmasco","Manufacturing",3,2
2016-06-15,"PushDo","Education",2,2
2016-06-15,"PushDo","Finance",35,2
2016-06-15,"PushDo","Government/Politics",17,2
2016-06-15,"PushDo","Manufacturing",719,8
2016-06-15,"PushDo","Retail",227,3
2016-06-15,"Ramnit","Education",103,48
2016-06-15,"Ramnit","Finance",28,15
2016-06-15,"Ramnit","Government/Politics",85,7
2016-06-15,"Ramnit","Healthcare/Wellness",6,4
2016-06-15,"Ramnit","Manufacturing",682,15
2016-06-15,"Ramnit","Retail",176,5
2016-06-15,"Sality","Education",105,42
2016-06-15,"Sality","Finance",131,25
2016-06-15,"Sality","Government/Politics",130,12
2016-06-15,"Sality","Healthcare/Wellness",12,8
2016-06-15,"Sality","Manufacturing",284,22
2016-06-15,"Sality","Retail",146,9
2016-06-15,"zeroaccess","Education",18,12
2016-06-15,"zeroaccess","Finance",9,5
2016-06-15,"zeroaccess","Government/Politics",8,3
2016-06-15,"zeroaccess","Healthcare/Wellness",8,4
2016-06-15,"zeroaccess","Manufacturing",22,6
2016-06-15,"zeroaccess","Retail",214,4
2016-06-15,"Zeus","Education",77,30
2016-06-15,"Zeus","Finance",16,13
2016-06-15,"Zeus","Government/Politics",14,8
2016-06-15,"Zeus","Healthcare/Wellness",9,7
2016-06-15,"Zeus","Manufacturing",36,10
2016-06-15,"Zeus","Retail",65,6
2016-06-15,"Zusy","Education",64,17
2016-06-15,"Zusy","Finance",26,6
2016-06-15,"Zusy","Government/Politics",6,4
2016-06-15,"Zusy","Healthcare/Wellness",6,3
2016-06-15,"Zusy","Manufacturing",47,4
2016-06-15,"Zusy","Retail",529,4
2016-06-16,"Bedep","Education",73,26
2016-06-16,"Bedep","Finance",221,13
2016-06-16,"Bedep","Government/Politics",65,26
2016-06-16,"Bedep","Healthcare/Wellness",26,9
2016-06-16,"Bedep","Manufacturing",56,14
2016-06-16,"Bedep","Retail",203,5
2016-06-16,"ConfickerAB","Education",529,79
2016-06-16,"ConfickerAB","Finance",287,51
2016-06-16,"ConfickerAB","Government/Politics",397,36
2016-06-16,"ConfickerAB","Healthcare/Wellness",325,103
2016-06-16,"ConfickerAB","Manufacturing",1412,78
2016-06-16,"ConfickerAB","Retail",957,42
2016-06-16,"Necurs","Education",155,58
2016-06-16,"Necurs","Finance",35,23
2016-06-16,"Necurs","Government/Politics",106,11
2016-06-16,"Necurs","Healthcare/Wellness",10,10
2016-06-16,"Necurs","Manufacturing",270,13
2016-06-16,"Necurs","Retail",41,5
2016-06-16,"Olmasco","Education",4,3
2016-06-16,"Olmasco","Healthcare/Wellness",1,1
2016-06-16,"Olmasco","Manufacturing",5,2
2016-06-16,"PushDo","Education",6,2
2016-06-16,"PushDo","Finance",7,1
2016-06-16,"PushDo","Government/Politics",15,2
2016-06-16,"PushDo","Healthcare/Wellness",1,1
2016-06-16,"PushDo","Manufacturing",496,7
2016-06-16,"PushDo","Retail",188,2
2016-06-16,"Ramnit","Education",88,45
2016-06-16,"Ramnit","Finance",28,14
2016-06-16,"Ramnit","Government/Politics",93,9
2016-06-16,"Ramnit","Healthcare/Wellness",6,5
2016-06-16,"Ramnit","Manufacturing",552,16
2016-06-16,"Ramnit","Retail",218,5
2016-06-16,"Sality","Education",82,37
2016-06-16,"Sality","Finance",117,20
2016-06-16,"Sality","Government/Politics",102,11
2016-06-16,"Sality","Healthcare/Wellness",7,6
2016-06-16,"Sality","Manufacturing",251,26
2016-06-16,"Sality","Retail",126,10
2016-06-16,"zeroaccess","Education",16,11
2016-06-16,"zeroaccess","Finance",9,5
2016-06-16,"zeroaccess","Government/Politics",10,3
2016-06-16,"zeroaccess","Healthcare/Wellness",5,2
2016-06-16,"zeroaccess","Manufacturing",27,6
2016-06-16,"zeroaccess","Retail",205,5
2016-06-16,"Zeus","Education",67,34
2016-06-16,"Zeus","Finance",11,9
2016-06-16,"Zeus","Government/Politics",20,9
2016-06-16,"Zeus","Healthcare/Wellness",9,8
2016-06-16,"Zeus","Manufacturing",43,12
2016-06-16,"Zeus","Retail",62,6
2016-06-16,"Zusy","Education",44,18
2016-06-16,"Zusy","Finance",23,5
2016-06-16,"Zusy","Government/Politics",8,6
2016-06-16,"Zusy","Healthcare/Wellness",10,4
2016-06-16,"Zusy","Manufacturing",44,7
2016-06-16,"Zusy","Retail",451,4
2016-06-17,"Bedep","Education",45,20
2016-06-17,"Bedep","Finance",220,16
2016-06-17,"Bedep","Government/Politics",65,28
2016-06-17,"Bedep","Healthcare/Wellness",18,9
2016-06-17,"Bedep","Manufacturing",82,14
2016-06-17,"Bedep","Retail",228,4
2016-06-17,"ConfickerAB","Education",494,82
2016-06-17,"ConfickerAB","Finance",241,49
2016-06-17,"ConfickerAB","Government/Politics",340,34
2016-06-17,"ConfickerAB","Healthcare/Wellness",326,105
2016-06-17,"ConfickerAB","Manufacturing",1363,75
2016-06-17,"ConfickerAB","Retail",929,40
2016-06-17,"Necurs","Education",178,68
2016-06-17,"Necurs","Finance",52,33
2016-06-17,"Necurs","Government/Politics",185,12
2016-06-17,"Necurs","Healthcare/Wellness",14,13
2016-06-17,"Necurs","Manufacturing",357,20
2016-06-17,"Necurs","Retail",76,9
2016-06-17,"Olmasco","Healthcare/Wellness",1,1
2016-06-17,"Olmasco","Manufacturing",2,1
2016-06-17,"Olmasco","Retail",4,2
2016-06-17,"PushDo","Finance",7,1
2016-06-17,"PushDo","Government/Politics",10,2
2016-06-17,"PushDo","Healthcare/Wellness",2,1
2016-06-17,"PushDo","Manufacturing",397,8
2016-06-17,"PushDo","Retail",128,2
2016-06-17,"Ramnit","Education",83,44
2016-06-17,"Ramnit","Finance",26,13
2016-06-17,"Ramnit","Government/Politics",58,6
2016-06-17,"Ramnit","Healthcare/Wellness",5,5
2016-06-17,"Ramnit","Manufacturing",411,16
2016-06-17,"Ramnit","Retail",201,7
2016-06-17,"Sality","Education",74,35
2016-06-17,"Sality","Finance",114,19
2016-06-17,"Sality","Government/Politics",89,11
2016-06-17,"Sality","Healthcare/Wellness",7,6
2016-06-17,"Sality","Manufacturing",263,22
2016-06-17,"Sality","Retail",127,9
2016-06-17,"zeroaccess","Education",10,6
2016-06-17,"zeroaccess","Finance",10,4
2016-06-17,"zeroaccess","Government/Politics",5,1
2016-06-17,"zeroaccess","Healthcare/Wellness",9,5
2016-06-17,"zeroaccess","Manufacturing",22,7
2016-06-17,"zeroaccess","Retail",220,4
2016-06-17,"Zeus","Education",64,27
2016-06-17,"Zeus","Finance",11,8
2016-06-17,"Zeus","Government/Politics",13,7
2016-06-17,"Zeus","Healthcare/Wellness",10,9
2016-06-17,"Zeus","Manufacturing",44,11
2016-06-17,"Zeus","Retail",70,6
2016-06-17,"Zusy","Education",52,13
2016-06-17,"Zusy","Finance",12,5
2016-06-17,"Zusy","Government/Politics",4,3
2016-06-17,"Zusy","Healthcare/Wellness",4,3
2016-06-17,"Zusy","Manufacturing",17,4
2016-06-17,"Zusy","Retail",425,4
2016-06-18,"Bedep","Education",19,7
2016-06-18,"Bedep","Finance",202,6
2016-06-18,"Bedep","Government/Politics",59,12
2016-06-18,"Bedep","Healthcare/Wellness",4,3
2016-06-18,"Bedep","Manufacturing",74,9
2016-06-18,"Bedep","Retail",238,4
2016-06-18,"ConfickerAB","Education",384,76
2016-06-18,"ConfickerAB","Finance",208,42
2016-06-18,"ConfickerAB","Government/Politics",271,30
2016-06-18,"ConfickerAB","Healthcare/Wellness",294,97
2016-06-18,"ConfickerAB","Manufacturing",1224,65
2016-06-18,"ConfickerAB","Retail",885,36
2016-06-18,"Necurs","Education",122,58
2016-06-18,"Necurs","Finance",37,23
2016-06-18,"Necurs","Government/Politics",127,9
2016-06-18,"Necurs","Healthcare/Wellness",10,8
2016-06-18,"Necurs","Manufacturing",249,11
2016-06-18,"Necurs","Retail",83,9
2016-06-18,"Olmasco","Healthcare/Wellness",1,1
2016-06-18,"Olmasco","Manufacturing",1,1
2016-06-18,"Olmasco","Retail",6,2
2016-06-18,"PushDo","Finance",18,1
2016-06-18,"PushDo","Government/Politics",7,1
2016-06-18,"PushDo","Healthcare/Wellness",1,1
2016-06-18,"PushDo","Manufacturing",672,4
2016-06-18,"PushDo","Retail",116,2
2016-06-18,"Ramnit","Education",64,39
2016-06-18,"Ramnit","Finance",21,11
2016-06-18,"Ramnit","Government/Politics",56,7
2016-06-18,"Ramnit","Healthcare/Wellness",4,4
2016-06-18,"Ramnit","Manufacturing",486,11
2016-06-18,"Ramnit","Retail",186,5
2016-06-18,"Sality","Education",58,34
2016-06-18,"Sality","Finance",72,15
2016-06-18,"Sality","Government/Politics",78,10
2016-06-18,"Sality","Healthcare/Wellness",8,6
2016-06-18,"Sality","Manufacturing",225,21
2016-06-18,"Sality","Retail",163,9
2016-06-18,"zeroaccess","Education",13,5
2016-06-18,"zeroaccess","Finance",8,3
2016-06-18,"zeroaccess","Government/Politics",2,1
2016-06-18,"zeroaccess","Healthcare/Wellness",2,1
2016-06-18,"zeroaccess","Manufacturing",22,5
2016-06-18,"zeroaccess","Retail",250,4
2016-06-18,"Zeus","Education",36,17
2016-06-18,"Zeus","Finance",9,7
2016-06-18,"Zeus","Government/Politics",10,3
2016-06-18,"Zeus","Healthcare/Wellness",4,4
2016-06-18,"Zeus","Manufacturing",42,8
2016-06-18,"Zeus","Retail",22,4
2016-06-18,"Zusy","Education",46,11
2016-06-18,"Zusy","Finance",23,6
2016-06-18,"Zusy","Government/Politics",1,1
2016-06-18,"Zusy","Healthcare/Wellness",4,2
2016-06-18,"Zusy","Manufacturing",40,3
2016-06-18,"Zusy","Retail",410,3
2016-06-19,"Bedep","Education",24,13
2016-06-19,"Bedep","Finance",200,6
2016-06-19,"Bedep","Government/Politics",59,11
2016-06-19,"Bedep","Healthcare/Wellness",10,6
2016-06-19,"Bedep","Manufacturing",48,9
2016-06-19,"Bedep","Retail",362,6
2016-06-19,"ConfickerAB","Education",374,75
2016-06-19,"ConfickerAB","Finance",213,40
2016-06-19,"ConfickerAB","Government/Politics",240,30
2016-06-19,"ConfickerAB","Healthcare/Wellness",282,91
2016-06-19,"ConfickerAB","Manufacturing",1150,64
2016-06-19,"ConfickerAB","Retail",796,37
2016-06-19,"Necurs","Education",71,37
2016-06-19,"Necurs","Finance",14,8
2016-06-19,"Necurs","Government/Politics",46,8
2016-06-19,"Necurs","Healthcare/Wellness",4,4
2016-06-19,"Necurs","Manufacturing",116,8
2016-06-19,"Necurs","Retail",47,5
2016-06-19,"Olmasco","Healthcare/Wellness",1,1
2016-06-19,"Olmasco","Manufacturing",4,2
2016-06-19,"Olmasco","Retail",4,2
2016-06-19,"PushDo","Education",1,1
2016-06-19,"PushDo","Finance",35,1
2016-06-19,"PushDo","Government/Politics",1,1
2016-06-19,"PushDo","Manufacturing",744,4
2016-06-19,"PushDo","Retail",134,2
2016-06-19,"Ramnit","Education",60,37
2016-06-19,"Ramnit","Finance",13,9
2016-06-19,"Ramnit","Government/Politics",49,5
2016-06-19,"Ramnit","Healthcare/Wellness",4,4
2016-06-19,"Ramnit","Manufacturing",566,13
2016-06-19,"Ramnit","Retail",197,6
2016-06-19,"Sality","Education",72,31
2016-06-19,"Sality","Finance",41,14
2016-06-19,"Sality","Government/Politics",50,7
2016-06-19,"Sality","Healthcare/Wellness",8,6
2016-06-19,"Sality","Manufacturing",177,19
2016-06-19,"Sality","Retail",138,7
2016-06-19,"zeroaccess","Education",6,3
2016-06-19,"zeroaccess","Finance",8,3
2016-06-19,"zeroaccess","Government/Politics",11,3
2016-06-19,"zeroaccess","Healthcare/Wellness",2,1
2016-06-19,"zeroaccess","Manufacturing",24,4
2016-06-19,"zeroaccess","Retail",220,6
2016-06-19,"Zeus","Education",36,20
2016-06-19,"Zeus","Finance",6,3
2016-06-19,"Zeus","Government/Politics",3,1
2016-06-19,"Zeus","Healthcare/Wellness",4,4
2016-06-19,"Zeus","Manufacturing",28,9
2016-06-19,"Zeus","Retail",32,4
2016-06-19,"Zusy","Education",42,13
2016-06-19,"Zusy","Finance",4,2
2016-06-19,"Zusy","Government/Politics",1,1
2016-06-19,"Zusy","Healthcare/Wellness",4,3
2016-06-19,"Zusy","Manufacturing",8,2
2016-06-19,"Zusy","Retail",390,3
2016-06-20,"Bedep","Education",50,24
2016-06-20,"Bedep","Finance",217,14
2016-06-20,"Bedep","Government/Politics",121,24
2016-06-20,"Bedep","Healthcare/Wellness",28,10
2016-06-20,"Bedep","Manufacturing",103,14
2016-06-20,"Bedep","Retail",323,5
2016-06-20,"ConfickerAB","Education",541,82
2016-06-20,"ConfickerAB","Finance",278,54
2016-06-20,"ConfickerAB","Government/Politics",334,33
2016-06-20,"ConfickerAB","Healthcare/Wellness",352,107
2016-06-20,"ConfickerAB","Manufacturing",1490,79
2016-06-20,"ConfickerAB","Retail",998,41
2016-06-20,"Necurs","Education",144,58
